Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond yes or no.
4545,4,3,3,Yes
4546,5,2,2,Yes
4547,2,2,2,Yes
4548,5,4,4,Yes
4549,1,4,4,Yes
4550,3,3,3,No
4551,5,5,5,Yes
4552,3,3,3,Yes
4553,5,1,1,Yes
4554,2,5,5,Yes
4555,4,5,5,Yes
4556,3,2,2,Yes
4557,1,1,1,Yes
4558,5,5,5,Yes
4559,2,2,2,No
4560,4,3,3,Yes
4561,5,5,5,No
4562,2,3,3,Yes
4563,5,4,4,Yes
4564,3,5,5,No
4565,1,2,2,Yes
4566,5,5,5,Yes
4567,3,1,1,Yes
4568,2,3,3,Yes
4569,2,5,5,No
4570,4,3,3,Yes
4571,4,5,5,Yes
4572,3,2,2,Yes
4573,5,4,4,No
4574,3,3,3,Yes
4575,1,1,1,Yes
4576,5,5,5,Yes
4577,5,2,2,Yes
4578,2,4,4,No
4579,1,5,5,Yes
4580,5,2,2,Yes
4581,2,5,5,Yes
4582,3,3,3,Yes
4583,5,1,1,No
4584,3,5,5,Yes
4585,4,3,3,Yes
4586,5,2,2,Yes
4587,2,2,2,Yes
4588,5,4,4,Yes
4589,1,4,4,Yes
4590,3,3,3,No
4591,5,5,5,Yes
4592,3,3,3,Yes
4593,5,1,1,Yes
4594,2,5,5,Yes
4595,4,5,5,Yes
4596,3,2,2,Yes
4597,1,1,1,Yes
4598,5,5,5,Yes
4599,2,2,2,No
4600,4,3,3,Yes
4601,5,5,5,No
4602,2,3,3,Yes
4603,5,4,4,Yes
4604,3,5,5,No
4605,1,2,2,Yes
4606,5,5,5,Yes
4607,3,1,1,Yes
4608,2,3,3,Yes
4609,2,5,5,No
4610,4,3,3,Yes
4611,4,5,5,Yes
4612,3,2,2,Yes
4613,5,4,4,No
4614,3,3,3,Yes
4615,1,1,1,Yes
4616,5,5,5,Yes
4617,5,2,2,Yes
4618,2,4,4,No
4619,1,5,5,Yes
4620,5,2,2,Yes
4621,2,5,5,Yes
4622,3,3,3,Yes
4623,5,1,1,No
4624,3,5,5,Yes
4625,4,3,3,Yes
4626,5,2,2,Yes
4627,2,2,2,Yes
4628,5,4,4,Yes
4629,1,4,4,Yes
4630,3,3,3,No
4631,5,5,5,Yes
4632,3,3,3,Yes
4633,5,1,1,Yes
4634,2,5,5,Yes
4635,4,5,5,Yes
4636,3,2,2,Yes
4637,1,1,1,Yes
4638,5,5,5,Yes
4639,2,2,2,No
4640,4,3,3,Yes
4641,5,5,5,No
4642,2,3,3,Yes
4643,5,4,4,Yes
4644,3,5,5,No
4645,1,2,2,Yes
4646,5,5,5,Yes
4647,3,1,1,Yes
4648,2,3,3,Yes
4649,2,5,5,No
4650,4,3,3,Yes
4651,4,5,5,Yes
4652,3,2,2,Yes
4653,5,4,4,No
4654,3,3,3,Yes
4655,1,1,1,Yes
4656,5,5,5,Yes
4657,5,2,2,Yes
4658,2,4,4,No
4659,1,5,5,Yes
4660,5,2,2,Yes
4661,2,5,5,Yes
4662,3,3,3,Yes
4663,,1,1,No
4664,5,5,5,Yes
4665,3,3,3,Yes
4666,4,2,2,Yes
4667,5,2,2,Yes
4668,2,4,4,Yes
4669,5,4,4,Yes
4670,1,3,3,No
4671,3,5,5,Yes
4672,5,3,3,Yes
4673,3,1,1,Yes
4674,5,5,5,Yes
4675,2,5,5,Yes
4676,4,2,2,Yes
4677,3,1,1,Yes
4678,1,5,5,Yes
4679,5,2,2,No
4680,2,3,3,Yes
4681,4,,,No
4682,5,,,Yes
4683,2,,,Yes
4684,5,,,No
4685,3,,,Yes
4686,1,,,Yes
4687,5,,,Yes
4688,3,,,Yes
4689,2,,,No
4690,2,,,Yes
4691,4,,,Yes
4692,4,,,Yes
4693,3,,5,No
4694,5,,3,Yes
4695,3,5,4,Yes
4696,1,3,5,Yes
4697,5,4,2,Yes
4698,5,5,5,No
4699,2,2,1,Yes
4700,1,5,3,Yes
4701,5,1,5,Yes
4702,2,3,3,Yes
4703,3,5,5,No
4704,5,3,2,Yes
4705,3,5,4,Yes
4706,4,2,3,Yes
4707,5,4,1,Yes
4708,2,3,5,Yes
4709,5,1,2,Yes
4710,1,5,4,No
4711,3,2,5,Yes
4712,5,4,2,Yes
4713,3,5,5,Yes
4714,5,2,3,Yes
4715,2,5,1,Yes
4716,4,3,5,Yes
4717,3,1,3,Yes
4718,1,5,2,Yes
4719,5,3,2,No
4720,2,2,4,Yes
4721,4,2,4,No
4722,5,4,3,Yes
4723,2,4,5,Yes
4724,5,3,3,No
4725,3,5,1,Yes
4726,1,3,5,Yes
4727,5,1,5,Yes
4728,3,5,2,Yes
4729,2,5,1,No
4730,2,2,5,Yes
4731,4,1,2,Yes
4732,4,5,3,Yes
4733,3,2,5,No
4734,5,3,3,Yes
4735,3,5,4,Yes
4736,1,3,5,Yes
4737,5,4,2,Yes
4738,5,5,5,No
4739,2,2,1,Yes
4740,1,5,3,Yes
4741,5,1,5,Yes
4742,2,3,3,Yes
4743,3,5,5,No
4744,5,3,2,Yes
4745,3,5,4,Yes
4746,4,2,3,Yes
4747,5,4,1,Yes
4748,2,3,5,Yes
4749,5,1,2,Yes
4750,1,5,4,No
4751,3,2,5,Yes
4752,5,4,2,Yes
4753,3,5,5,Yes
4754,5,2,3,Yes
4755,2,5,1,Yes
4756,4,3,5,Yes
4757,3,1,3,Yes
4758,1,5,2,Yes
4759,5,3,2,No
4760,2,2,4,Yes
4761,4,2,4,No
4762,5,4,3,Yes
4763,2,4,5,Yes
4764,5,3,3,No
4765,3,5,1,Yes
4766,1,3,5,Yes
4767,5,1,5,Yes
4768,3,5,2,Yes
4769,2,5,1,No
4770,2,2,5,Yes
4771,4,1,2,Yes
4772,4,5,3,Yes
4773,3,2,5,No
4774,5,3,3,Yes
4775,3,5,4,Yes
4776,1,3,5,Yes
4777,5,4,2,Yes
4778,5,5,5,No
4779,2,2,1,Yes
4780,1,5,3,Yes
4781,5,1,5,Yes
4782,2,3,3,Yes
4783,3,5,5,No
4784,5,3,2,Yes
4785,3,5,4,Yes
4786,4,2,3,Yes
4787,5,4,1,Yes
4788,2,3,5,Yes
4789,5,1,2,Yes
4790,1,5,4,No
4791,3,2,5,Yes
4792,5,4,2,Yes
4793,3,5,5,Yes
4794,5,2,3,Yes
4795,2,5,1,Yes
4796,4,3,5,Yes
4797,3,1,3,Yes
4798,1,5,2,Yes
4799,5,3,2,No
4800,2,2,4,Yes
4801,4,2,4,No
4802,5,4,3,Yes
4803,2,4,5,Yes
4804,5,3,3,No
4805,3,5,1,Yes
4806,1,3,5,Yes
4807,5,1,5,Yes
4808,3,5,2,Yes
4809,2,5,1,No
4810,2,2,5,Yes
4811,4,1,2,Yes
4812,4,5,3,Yes
4813,3,2,5,No
4814,5,3,3,Yes
4815,3,5,4,Yes
4816,1,3,5,Yes
4817,5,4,2,Yes
4818,5,5,5,No
4819,2,2,1,Yes
4820,1,5,3,Yes
4821,5,1,5,Yes
4822,2,3,3,Yes
4823,3,5,5,No
4824,,3,2,Yes
4825,5,5,4,Yes
4826,3,2,3,Yes
4827,4,4,1,Yes
4828,5,3,5,Yes
4829,2,1,2,Yes
4830,5,5,4,No
4831,1,2,5,Yes
4832,3,4,2,Yes
4833,5,5,5,Yes
4834,3,2,3,Yes
4835,5,5,1,Yes
4836,2,3,5,Yes
4837,4,1,3,Yes
4838,3,5,2,Yes
4839,1,3,2,No
4840,5,2,4,Yes
4841,2,2,4,No
4842,4,4,3,Yes
4843,5,4,5,Yes
4844,2,3,3,No
4845,5,5,1,Yes
4846,3,3,5,Yes
4847,1,1,5,Yes
4848,5,5,2,Yes
4849,3,5,1,No
4850,2,2,5,Yes
4851,2,1,2,Yes
4852,4,5,3,Yes
4853,4,2,,No
4854,4,4,4,Yes
4855,3,3,3,Yes
4856,1,1,1,Yes
4857,5,5,5,Yes
4858,2,2,2,No
4859,4,4,4,Yes
4860,5,5,5,Yes
4861,2,2,2,Yes
4862,5,5,5,Yes
4863,3,3,3,No
4864,1,1,1,Yes
4865,5,5,5,Yes
4866,3,3,3,Yes
4867,2,2,2,Yes
4868,2,2,2,Yes
4869,4,4,4,Yes
4870,4,4,4,No
4871,3,3,3,Yes
4872,5,5,5,Yes
4873,3,3,3,Yes
4874,1,1,1,Yes
4875,5,5,5,Yes
4876,5,5,5,Yes
4877,2,2,2,Yes
4878,1,1,1,Yes
4879,5,5,5,No
4880,2,2,2,Yes
4881,3,3,3,No
4882,5,5,5,Yes
4883,3,3,3,Yes
4884,4,4,4,No
4885,5,5,5,Yes
4886,2,2,2,Yes
4887,5,5,5,Yes
4888,1,1,1,Yes
4889,3,3,3,No
4890,5,5,5,Yes
4891,3,3,3,Yes
4892,5,5,5,Yes
4893,2,2,2,No
4894,4,4,4,Yes
4895,3,3,3,Yes
4896,1,1,1,Yes
4897,5,5,5,Yes
4898,2,2,2,No
4899,4,4,4,Yes
4900,5,5,5,Yes
4901,2,2,2,Yes
4902,5,5,5,Yes
4903,3,3,3,No
4904,1,1,1,Yes
4905,5,5,5,Yes
4906,3,3,3,Yes
4907,2,2,2,Yes
4908,2,2,2,Yes
4909,4,4,4,Yes
4910,4,4,4,No
4911,3,3,3,Yes
4912,5,5,5,Yes
4913,3,3,3,Yes
4914,1,1,1,Yes
4915,5,5,5,Yes
4916,5,5,5,Yes
4917,2,2,2,Yes
4918,1,1,1,Yes
4919,5,5,5,No
4920,2,2,2,Yes
4921,3,3,3,No
4922,5,5,5,Yes
4923,3,3,3,Yes
4924,4,4,4,No
4925,5,5,5,Yes
4926,2,2,2,Yes
4927,5,5,5,Yes
4928,1,1,1,Yes
4929,3,3,3,No
4930,5,5,5,Yes
4931,3,3,3,Yes
4932,5,5,5,Yes
4933,2,2,2,No
4934,4,4,4,Yes
4935,3,3,3,Yes
4936,1,1,1,Yes
4937,5,5,5,Yes
4938,2,2,2,No
4939,4,4,4,Yes
4940,5,5,5,Yes
4941,2,2,2,Yes
4942,5,5,5,Yes
4943,3,3,3,No
4944,1,1,1,Yes
4945,5,5,5,Yes
4946,3,3,3,Yes
4947,2,2,2,Yes
4948,2,2,2,Yes
4949,4,4,4,Yes
4950,4,4,4,No
4951,3,3,3,Yes
4952,5,5,5,Yes
4953,3,3,3,Yes
4954,1,1,1,Yes
4955,5,5,5,Yes
4956,5,5,5,Yes
4957,2,2,2,Yes
4958,1,1,1,Yes
4959,5,5,5,No
4960,2,2,2,Yes
4961,3,3,3,No
4962,5,5,5,Yes
4963,3,3,3,Yes
4964,4,4,4,No
4965,4,4,4,Yes
4966,3,3,3,Yes
4967,1,1,1,Yes
4968,5,5,5,Yes
4969,2,2,2,No
4970,4,4,4,Yes
4971,5,5,5,Yes
4972,2,2,2,Yes
4973,5,5,5,No
4974,3,3,3,Yes
4975,1,1,1,Yes
4976,5,5,5,Yes
4977,3,3,3,Yes
4978,2,2,2,No
4979,2,2,2,Yes
4980,4,4,4,Yes
4981,4,4,4,Yes
4982,3,3,3,Yes
4983,5,5,5,No
4984,3,3,3,Yes
4985,1,1,1,Yes
4986,5,5,5,Yes
4987,5,5,5,Yes
4988,2,2,2,Yes
4989,1,1,1,Yes
4990,5,5,5,No
4991,2,2,2,Yes
4992,3,3,3,Yes
4993,5,5,5,Yes
4994,3,3,3,Yes
4995,4,4,4,Yes
4996,5,5,5,Yes
4997,2,2,2,Yes
4998,5,5,5,Yes
4999,1,1,1,No
5000,3,3,3,Yes
5001,5,5,5,No
5002,3,3,3,Yes
5003,5,5,5,Yes
5004,2,2,2,No
5005,4,4,4,Yes
5006,3,3,3,Yes
5007,1,1,1,Yes
5008,5,5,5,Yes
5009,2,2,2,No
5010,4,4,4,Yes
5011,5,5,5,Yes
5012,2,2,2,Yes
5013,5,5,5,No
5014,3,3,3,Yes
5015,1,1,1,Yes
5016,5,5,5,Yes
5017,3,3,3,Yes
5018,2,2,2,No
5019,2,2,2,Yes
5020,4,4,4,Yes
5021,4,4,4,Yes
5022,3,3,3,Yes
5023,5,5,5,No
5024,3,3,3,Yes
5025,1,1,1,Yes
5026,5,5,5,Yes
5027,5,5,5,Yes
5028,2,2,2,Yes
5029,1,1,1,Yes
5030,5,5,5,No
5031,2,2,2,Yes
5032,3,3,3,Yes
5033,5,5,5,Yes
5034,3,3,3,Yes
5035,4,4,4,Yes
5036,5,5,5,Yes
5037,2,2,2,Yes
5038,5,5,5,Yes
5039,1,1,1,No
5040,3,3,3,Yes
5041,5,5,5,No
5042,3,3,3,Yes
5043,5,5,5,Yes
5044,2,2,2,No
5045,4,4,4,Yes
5046,3,3,3,Yes
5047,1,1,1,Yes
5048,5,5,5,Yes
5049,2,2,2,No
5050,4,4,4,Yes
5051,5,5,5,Yes
5052,2,2,2,Yes
5053,5,5,5,No
5054,3,3,3,Yes
5055,1,1,1,Yes
5056,5,5,5,Yes
5057,3,3,3,Yes
5058,2,2,2,No
5059,2,2,2,Yes
5060,4,4,4,Yes
5061,4,4,4,Yes
5062,3,3,3,Yes
5063,5,5,5,No
5064,3,3,3,Yes
5065,1,1,1,Yes
5066,5,5,5,Yes
5067,5,5,5,Yes
5068,2,2,2,Yes
5069,1,1,1,Yes
5070,5,5,5,No
5071,2,2,2,Yes
5072,3,3,3,Yes
5073,5,5,5,Yes
5074,3,3,3,Yes
5075,4,4,4,Yes
5076,5,5,5,Yes
5077,2,2,2,Yes
5078,5,5,5,Yes
5079,1,1,1,No
5080,3,3,3,Yes
5081,5,5,5,No
5082,3,3,3,Yes
5083,5,5,5,Yes
5084,2,2,2,No
5085,4,4,4,Yes
5086,3,3,3,Yes
5087,1,1,1,Yes
5088,5,5,5,Yes
5089,2,2,2,No
5090,4,4,4,Yes
5091,5,5,5,Yes
5092,2,2,2,Yes
5093,5,5,5,No
5094,3,3,3,Yes
5095,1,1,1,Yes
5096,5,5,5,Yes
5097,3,3,3,Yes
5098,2,2,2,No
5099,2,2,2,Yes
5100,4,4,4,Yes
5101,4,4,4,Yes
5102,3,3,3,Yes
5103,5,5,5,No
5104,3,3,3,Yes
5105,1,1,1,Yes
5106,5,5,5,Yes
5107,5,5,5,Yes
5108,2,2,2,Yes
5109,1,1,1,Yes
5110,5,5,5,No
5111,2,2,2,Yes
5112,3,3,3,Yes
5113,5,5,5,Yes
5114,3,3,3,Yes
5115,4,4,4,Yes
5116,5,5,5,Yes
5117,2,2,2,Yes
5118,5,5,5,Yes
5119,1,1,1,No
5120,3,3,3,Yes
5121,5,5,5,No
5122,3,3,3,Yes
5123,5,5,5,Yes
5124,2,2,2,No
5125,4,4,4,Yes
5126,3,3,3,Yes
5127,1,1,1,Yes
5128,5,5,5,Yes
5129,2,2,2,No
5130,4,4,4,Yes
5131,5,5,5,Yes
5132,2,2,2,Yes
5133,5,5,5,No
5134,3,3,3,Yes
5135,1,1,1,Yes
5136,5,5,5,Yes
5137,3,3,3,Yes
5138,2,2,2,No
5139,2,2,2,Yes
5140,4,4,4,Yes
5141,4,4,4,Yes
5142,3,3,3,Yes
5143,5,5,5,No
5144,3,3,3,Yes
5145,1,1,1,Yes
5146,5,5,5,Yes
5147,5,5,5,Yes
5148,2,2,2,Yes
5149,1,1,1,Yes
5150,5,5,5,No
5151,2,2,2,Yes
5152,3,3,3,Yes
5153,,5,5,Yes
5154,,3,3,Yes
5155,,4,4,Yes
5156,,5,5,Yes
5157,,2,2,Yes
5158,,5,5,Yes
5159,,1,1,No
5160,,3,3,Yes
5161,,5,5,No
5162,,3,3,Yes
5163,,5,5,Yes
5164,,2,2,No
5165,,4,4,Yes
5166,,3,3,Yes
5167,,1,1,Yes
5168,,5,5,Yes
5169,,2,2,No
5170,,4,4,Yes
5171,,5,5,Yes
5172,,2,2,Yes
5173,,5,5,No
5174,,3,3,Yes
5175,,1,1,Yes
5176,5,5,5,Yes
5177,3,3,3,Yes
5178,4,2,2,No
5179,5,2,2,Yes
5180,2,4,4,Yes
5181,5,4,4,Yes
5182,1,3,3,Yes
5183,3,5,5,No
5184,5,3,3,Yes
5185,3,1,1,Yes
5186,5,5,5,Yes
5187,2,5,5,Yes
5188,4,2,2,Yes
5189,3,1,1,Yes
5190,1,5,5,No
5191,5,2,2,Yes
5192,2,3,3,Yes
5193,4,,,Yes
5194,5,5,5,Yes
5195,2,3,3,Yes
5196,5,4,4,Yes
5197,3,5,5,Yes
5198,1,2,2,Yes
5199,5,5,5,No
5200,3,1,1,Yes
5201,2,3,3,No
5202,2,5,5,Yes
5203,4,3,3,Yes
5204,4,5,5,No
5205,3,2,2,Yes
5206,5,4,4,Yes
5207,3,3,3,Yes
5208,1,1,1,Yes
5209,5,5,5,No
5210,5,2,2,Yes
5211,2,4,4,Yes
5212,1,5,5,Yes
5213,5,2,2,No
5214,2,5,5,Yes
5215,3,3,3,Yes
5216,5,1,1,Yes
5217,3,5,5,Yes
5218,4,3,3,No
5219,5,2,2,Yes
5220,2,2,2,Yes
5221,5,4,4,Yes
5222,1,4,4,Yes
5223,3,3,3,No
5224,5,5,5,Yes
5225,3,3,3,Yes
5226,5,1,1,Yes
5227,2,5,5,Yes
5228,4,5,5,Yes
5229,3,2,2,Yes
5230,1,1,1,No
5231,5,5,5,Yes
5232,2,2,2,Yes
5233,4,3,3,Yes
5234,4,4,4,Yes
5235,3,3,3,Yes
5236,1,1,1,Yes
5237,5,5,5,Yes
5238,2,2,2,Yes
5239,4,4,4,No
5240,5,5,5,Yes
5241,2,2,2,No
5242,5,5,5,Yes
5243,3,3,3,Yes
5244,1,1,1,No
5245,5,5,5,Yes
5246,3,3,3,Yes
5247,2,2,2,Yes
5248,2,2,2,Yes
5249,4,4,4,No
5250,4,4,4,Yes
5251,3,3,3,Yes
5252,5,5,5,Yes
5253,3,3,3,No
5254,1,1,1,Yes
5255,5,5,5,Yes
5256,5,5,5,Yes
5257,2,2,2,Yes
5258,1,1,1,No
5259,5,5,5,Yes
5260,2,2,2,Yes
5261,3,3,3,Yes
5262,5,5,5,Yes
5263,3,3,3,No
5264,4,4,4,Yes
5265,5,5,5,Yes
5266,2,2,2,Yes
5267,5,5,5,Yes
5268,1,1,1,Yes
5269,3,3,3,Yes
5270,5,5,5,No
5271,3,3,3,Yes
5272,5,5,5,Yes
5273,2,2,2,Yes
5274,4,4,4,Yes
5275,3,3,3,Yes
5276,1,1,1,Yes
5277,5,5,5,Yes
5278,2,2,2,Yes
5279,4,4,4,No
5280,5,5,5,Yes
5281,2,2,2,No
5282,5,5,5,Yes
5283,3,3,3,Yes
5284,1,1,1,No
5285,5,5,5,Yes
5286,3,3,3,Yes
5287,2,2,2,Yes
5288,2,2,2,Yes
5289,4,4,4,No
5290,4,4,4,Yes
5291,3,3,3,Yes
5292,5,5,5,Yes
5293,3,3,3,No
5294,1,1,1,Yes
5295,5,5,5,Yes
5296,5,5,5,Yes
5297,2,2,2,Yes
5298,1,1,1,No
5299,5,5,5,Yes
5300,2,2,2,Yes
5301,3,3,3,Yes
5302,5,5,5,Yes
5303,3,3,3,No
5304,4,4,4,Yes
5305,5,5,5,Yes
5306,2,2,2,Yes
5307,5,5,5,Yes
5308,1,1,1,Yes
5309,3,3,3,Yes
5310,5,5,5,No
5311,3,3,3,Yes
5312,5,5,5,Yes
5313,2,2,2,Yes
5314,4,4,4,Yes
5315,3,3,3,Yes
5316,1,1,1,Yes
5317,5,5,5,Yes
5318,2,2,2,Yes
5319,4,4,4,No
5320,5,5,5,Yes
5321,2,2,2,No
5322,5,5,5,Yes
5323,3,3,3,Yes
5324,1,1,1,No
5325,5,5,5,Yes
5326,3,3,3,Yes
5327,2,2,2,Yes
5328,2,2,2,Yes
5329,4,4,4,No
5330,4,4,4,Yes
5331,3,3,3,Yes
5332,5,5,5,Yes
5333,3,3,3,No
5334,1,1,1,Yes
5335,5,5,5,Yes
5336,5,5,5,Yes
5337,2,2,2,Yes
5338,1,1,1,No
5339,5,5,5,Yes
5340,2,2,2,Yes
5341,3,3,3,Yes
5342,5,5,5,Yes
5343,3,3,3,No
5344,4,4,4,Yes
5345,5,5,5,Yes
5346,2,2,2,Yes
5347,5,5,5,Yes
5348,1,1,1,Yes
5349,3,3,3,Yes
5350,5,5,5,No
5351,3,3,3,Yes
5352,5,5,5,Yes
5353,2,2,2,Yes
5354,4,4,4,Yes
5355,3,3,3,Yes
5356,1,1,1,Yes
5357,5,5,5,Yes
5358,2,2,2,Yes
5359,4,4,4,No
5360,5,5,5,Yes
5361,2,2,2,No
5362,5,5,5,Yes
5363,3,3,3,Yes
5364,1,1,1,No
5365,5,5,5,Yes
5366,3,3,3,Yes
5367,2,2,2,Yes
5368,2,2,2,Yes
5369,4,4,4,No
5370,4,4,4,Yes
5371,3,3,3,Yes
5372,5,5,5,Yes
5373,3,3,3,No
5374,1,1,1,Yes
5375,5,5,5,Yes
5376,5,5,5,Yes
5377,2,2,2,Yes
5378,1,1,1,No
5379,5,5,5,Yes
5380,2,2,2,Yes
5381,3,3,3,Yes
5382,5,5,5,Yes
5383,3,3,3,No
5384,4,4,4,Yes
5385,5,5,5,Yes
5386,2,2,2,Yes
5387,5,5,5,Yes
5388,1,1,1,Yes
5389,3,3,3,Yes
5390,5,5,5,No
5391,3,3,3,Yes
5392,5,5,5,Yes
5393,2,2,2,Yes
5394,4,4,4,Yes
5395,3,3,3,Yes
5396,1,1,1,Yes
5397,5,5,5,Yes
5398,2,2,2,Yes
5399,4,4,4,No
5400,5,5,5,Yes
5401,2,2,2,No
5402,5,5,5,Yes
5403,3,3,3,Yes
5404,1,1,1,No
5405,5,5,5,Yes
5406,3,3,3,Yes
5407,2,2,2,Yes
5408,2,2,2,Yes
5409,4,4,4,No
5410,4,4,4,Yes
5411,3,3,3,Yes
5412,5,5,5,Yes
5413,3,3,3,No
5414,1,1,1,Yes
5415,5,5,5,Yes
5416,5,5,5,Yes
5417,2,2,2,Yes
5418,1,1,1,No
5419,5,5,5,Yes
5420,2,2,2,Yes
5421,3,3,3,Yes
5422,,5,5,Yes
5423,,3,3,No
5424,,4,4,Yes
5425,,5,5,Yes
5426,,2,2,Yes
5427,,5,5,Yes
5428,,1,1,Yes
5429,,3,3,Yes
5430,,5,5,No
5431,,3,3,Yes
5432,,5,5,Yes
5433,,2,2,Yes
5434,,4,4,Yes
5435,,3,3,Yes
5436,,1,1,Yes
5437,,5,5,Yes
5438,,2,2,Yes
5439,,4,4,No
5440,,5,5,Yes
5441,,2,2,No
5442,,5,5,Yes
5443,,3,3,Yes
5444,,1,1,No
5445,5,5,5,Yes
5446,3,3,3,Yes
5447,4,2,2,Yes
5448,5,2,2,Yes
5449,2,4,4,No
5450,5,4,4,Yes
5451,1,3,3,Yes
5452,3,5,5,Yes
5453,5,3,3,No
5454,3,1,1,Yes
5455,5,5,5,Yes
5456,2,5,5,Yes
5457,4,2,2,Yes
5458,3,1,1,No
5459,1,5,5,Yes
5460,5,2,2,Yes
5461,2,3,3,Yes
5462,4,,,Yes
5463,5,5,5,No
5464,2,3,3,Yes
5465,5,4,4,Yes
5466,3,5,5,Yes
5467,1,2,2,Yes
5468,5,5,5,Yes
5469,3,1,1,Yes
5470,2,3,3,No
5471,2,5,5,Yes
5472,4,3,3,Yes
5473,4,5,5,Yes
5474,3,2,2,Yes
5475,5,4,4,Yes
5476,3,3,3,Yes
5477,1,1,1,Yes
5478,5,5,5,Yes
5479,5,2,2,No
5480,2,4,4,Yes
5481,1,5,5,No
5482,5,2,2,Yes
5483,2,5,5,Yes
5484,3,3,3,No
5485,5,1,1,Yes
5486,3,5,5,Yes
5487,4,3,3,Yes
5488,5,2,2,Yes
5489,2,2,2,No
5490,5,4,4,Yes
5491,1,4,4,Yes
5492,3,3,3,Yes
5493,5,5,5,No
5494,3,3,3,Yes
5495,5,1,1,Yes
5496,2,5,5,Yes
5497,4,5,5,Yes
5498,3,2,2,No
5499,1,1,1,Yes
5500,5,5,5,Yes
5501,2,2,2,Yes
5502,4,3,3,Yes
5503,5,5,5,No
5504,2,3,3,Yes
5505,5,4,4,Yes
5506,3,5,5,Yes
5507,1,2,2,Yes
5508,5,5,5,Yes
5509,3,1,1,Yes
5510,2,3,3,No
5511,2,5,5,Yes
5512,4,3,3,Yes
5513,4,5,5,Yes
5514,3,2,2,Yes
5515,5,4,4,Yes
5516,3,3,3,Yes
5517,1,1,1,Yes
5518,5,5,5,Yes
5519,5,2,2,No
5520,2,4,4,Yes
5521,1,5,5,No
5522,5,2,2,Yes
5523,2,5,5,Yes
5524,3,3,3,No
5525,5,1,1,Yes
5526,3,5,5,Yes
5527,4,3,3,Yes
5528,5,2,2,Yes
5529,2,2,2,No
5530,5,4,4,Yes
5531,1,4,4,Yes
5532,3,3,3,Yes
5533,5,5,5,No
5534,3,3,3,Yes
5535,5,1,1,Yes
5536,2,5,5,Yes
5537,4,5,5,Yes
5538,3,2,2,No
5539,1,1,1,Yes
5540,5,5,5,Yes
5541,2,2,2,Yes
5542,4,3,3,Yes
5543,5,5,5,No
5544,2,3,3,Yes
5545,5,4,4,Yes
5546,3,5,5,Yes
5547,1,2,2,Yes
5548,5,5,5,Yes
5549,3,1,1,Yes
5550,2,3,3,No
5551,2,5,5,Yes
5552,4,3,3,Yes
5553,4,5,5,Yes
5554,3,2,2,Yes
5555,5,4,4,Yes
5556,3,3,3,Yes
5557,1,1,1,Yes
5558,5,5,5,Yes
5559,5,2,2,No
5560,2,4,4,Yes
5561,1,5,5,No
5562,5,2,2,Yes
5563,2,5,5,Yes
5564,3,3,3,No
5565,5,1,1,Yes
5566,3,5,5,Yes
5567,4,3,3,Yes
5568,5,2,2,Yes
5569,2,2,2,No
5570,5,4,4,Yes
5571,1,4,4,Yes
5572,3,3,3,Yes
5573,5,5,5,No
5574,3,3,3,Yes
5575,5,1,1,Yes
5576,2,5,5,Yes
5577,4,5,5,Yes
5578,3,2,2,No
5579,1,1,1,Yes
5580,5,5,5,Yes
5581,2,2,2,Yes
5582,4,3,3,Yes
5583,5,5,5,No
5584,2,3,3,Yes
5585,5,4,4,Yes
5586,3,5,5,Yes
5587,1,2,2,Yes
5588,5,5,5,Yes
5589,3,1,1,Yes
5590,2,3,3,No
5591,2,5,5,Yes
5592,4,3,3,Yes
5593,4,5,5,Yes
5594,3,2,2,Yes
5595,5,4,4,Yes
5596,3,3,3,Yes
5597,1,1,1,Yes
5598,5,5,5,Yes
5599,5,2,2,No
5600,2,4,4,Yes
5601,1,5,5,No
5602,5,2,2,Yes
5603,2,5,5,Yes
5604,3,3,3,No
5605,,1,1,Yes
5606,5,5,5,Yes
5607,3,3,3,Yes
5608,4,2,2,Yes
5609,5,2,2,No
5610,2,4,4,Yes
5611,5,4,4,Yes
5612,1,3,3,Yes
5613,3,5,5,No
5614,5,3,3,Yes
5615,3,1,1,Yes
5616,5,5,5,Yes
5617,2,5,5,Yes
5618,4,2,2,No
5619,3,1,1,Yes
5620,1,5,5,Yes
5621,5,2,2,Yes
5622,2,3,3,Yes
5623,4,,,No
5624,5,,,Yes
5625,2,,,Yes
5626,5,,,Yes
5627,3,,,Yes
5628,1,,,Yes
5629,5,,,Yes
5630,3,,,No
5631,2,,,Yes
5632,2,,,Yes
5633,4,,,Yes
5634,4,,,Yes
5635,3,,5,Yes
5636,5,,3,Yes
5637,3,5,4,Yes
5638,1,3,5,Yes
5639,5,4,2,No
5640,5,5,5,Yes
5641,2,2,1,No
5642,1,5,3,Yes
5643,5,1,5,Yes
5644,2,3,3,No
5645,3,5,5,Yes
5646,5,3,2,Yes
5647,3,5,4,Yes
5648,4,2,3,Yes
5649,5,4,1,No
